Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
testsuite,,,2019-06-25 11:47:31,2019-06-25 11:47:49,18.831s,ERROR
,,,,,,
Test Cases/Create_API,,,2019-06-25 11:47:31,2019-06-25 11:47:49,17.223s,PASSED
"sendRequest(findTestObject(""UserRestService/OCR_URL""))",,,2019-06-25 11:47:32,2019-06-25 11:47:49,16.170s,PASSED
,,,,,,
Test Cases/Status_API,,,2019-06-25 11:47:49,2019-06-25 11:47:49,0.586s,ERROR
